PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
-3.7951172434667484,0.7286273847667105,0.00011589431187717373,-0.2565921528060088,0.4372445537882424,0.054613676330720805,0.09931839631463228,-0.02094861804390172,-0.020885834664712655
-3.7560385120725956,0.7194969752648682,0.011659291637624924,-0.2038763261042981,0.44029889211859513,0.08391439557425588,0.08962841583696428,-0.023919254376981103,-0.02087426244987749
-3.7214628939140946,0.7253982394815363,0.07045607346453514,-0.14794025980412623,0.4064036939856981,0.05712603968641659,0.06607804944254657,-0.044611629905761285,-0.0235088374850072
-3.7214628939140946,0.7253982394815363,0.07045607346453514,-0.14794025980412623,0.4064036939856981,0.05712603968641659,0.06607804944254657,-0.044611629905761285,-0.0235088374850072
-2.303585961034934,0.6010256924473866,0.2757995581022307,0.5817311049805761,-0.08778375672900465,0.12658718821669557,0.17162371443984284,0.031684859893870966,-0.0007686078339220523
-1.0510637004455443,2.2778710180832102,0.14671076940949684,0.09265126154199875,0.2535071610288081,0.22849792931940802,0.16755252667898315,0.08998470706889597,-0.0010234165290746498
-2.5662707466108725,0.3043993219954674,0.7757256280818005,0.17117820060639302,0.49883660897496745,0.23467040337201708,-0.1048630437190167,0.0594772252860802,-0.03541083388032199
-1.5175765975828086,0.3857677612570447,0.5153533931678739,1.1952517788008146,-0.27416983656696464,0.14826653397197834,-0.008248944829571893,-0.12022230985625781,-0.016613998892096974
0.7057589900214628,3.5811205674462334,0.2659167054522845,0.19596481625572792,-0.06344059109786995,0.5896486437734848,-0.0619194319190409,0.00978841327767502,-0.005392690502081081
-1.8972486567924385,0.1273999457028038,0.961151373889481,0.6735836566662304,0.4001199422750621,0.26701718979330513,-0.30186064481313124,0.09703560850115102,0.030153669553316442
-0.9198915138689105,0.19826217958119077,0.6953370056696049,1.6241677760990252,-0.47036692780937717,0.1327032288814004,-0.1726157636633723,-0.17903906924209048,-0.025776178743299474
1.5578819442321952,3.7700709912007704,0.3397696836171042,0.5318087335919295,-0.1393223139645102,0.5852262473576647,0.19845293660088342,0.2068459852668827,0.02521045398200879
-1.397411965555735,-0.03666040875377903,1.07134776948173,0.9825965554570948,0.28008365372973687,0.2554125880398726,-0.47827111713927395,0.21347318538799764,0.06681909866725382
0.004920439014838674,0.25770026391849965,0.8256284287229017,2.065961808995235,-0.8208438610029588,0.1987374636462511,0.041832006190419525,-0.0619243135028591,0.002750251032009858
3.1539872588789613,4.762113809417205,0.4508966854066958,0.6475646162581425,-0.25670708509574325,0.8815916733472792,-0.41370578719521794,-0.02720785334769372,0.01890538214760926
-0.5313761445097746,-0.3207384254384874,1.741620870847618,1.1502314819825499,0.4860813104193814,0.4119817603797652,-0.5474070721124816,0.2360811348248915,-0.01800294006444385
-1.4755558850773445,0.28087169564510206,0.6987115500453346,0.05367112687487657,0.12119580329148223,-0.2538020390720606,0.2743736613156701,-0.07499241099218726,0.0036493495873089615
-0.6817577343310198,1.4810939527768614,0.440907663295428,-0.5267709920622392,0.31987312904467347,0.0856784782870036,-0.10805308801979299,-0.10885442663806864,0.018403243864568333
-1.7236817418981485,-0.1270429045194499,1.1531617801631944,-0.3554562260001524,0.557466019812681,-0.04513247205089646,-0.005013371547697419,-0.06543331988407704,0.006867809211997783
-0.4581004936996294,-0.17272695125375867,0.6957238386646779,0.4001251461914097,-0.18838134551146446,-0.33314116755655926,0.09012673004803862,-0.10234084575726389,0.03026292611761437
1.0885520188466067,1.9309618394091093,0.5821238649745529,-0.06474156381139456,0.25801406985461606,-0.2721494740133088,0.5119147354238661,0.07109581750915553,0.058761609136465186
-0.6958853766135686,-0.40882718000166585,1.2370953641949824,-0.029304906559172873,0.4909372960084708,-0.326899310048167,-0.2165019168339039,0.010514632838605865,0.06616816077613208
0.6096189924301647,-0.6226016204624873,1.2709666175477143,0.3485861060559429,-0.1553751256459978,-0.3940370212038086,0.056388169104528235,-0.19027373692555302,0.07507733872952638
2.8148278508452704,2.641714071090241,1.0336939037964494,-0.6358253614140069,0.16171542684645712,0.02419192978695012,0.04518592971562549,-0.13766844269109244,0.04575543682130012
