Cluster,Calories,Total Fat (g),Trans Fat (g),Saturated Fat (g),Sodium (mg),Total Carbohydrates (g),Cholesterol (mg),Sugars (g),Protein (g),Caffeine (mg),Cluster
0,218.7037037037037,3.2472222222222222,1.372222222222222,0.0425925925925926,7.222222222222222,142.22222222222223,40.342592592592595,36.129629629629626,8.537037037037036,72.61669203450026,0.0
1,95.18478260869566,1.3,0.4206521739130435,0.015217391304347827,3.152173913043478,55.97826086956522,16.91304347826087,15.576086956521738,4.128260869565217,98.27575938058368,1.0
2,346.1904761904762,5.5334222485674776,3.080952380952381,0.07380952380952381,11.19047619047619,254.28571428571428,66.5952380952381,62.904761904761905,9.214285714285714,113.80952380952381,2.0
